dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,final_c0,final_c1,final_c2,final_c3,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c4,diag_c5,diag_c6,diag_c7,final_c4,final_c5,final_c6,final_c7
yahoo-a1,lstm,experts,12,6,336,B3,,,,,,,,-0.1881769081119044,-0.0943918088903286,0.1881769081119044,0.6747385510658162,0.574884403011604,0.8314025679861365,4,6,6,0.7144,0.8314,0.5204,0.6327,0.3163,0.8197,0.5308,0.6327,0.0001939082853935,0.000581779437047,0.0002644457470481,0.0003173336899985,190.4,106,4,94.9,r-experts_sl12_st6_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,12,6,336,B3,50.0,,,0.5,,,,-0.1884419856087168,-0.0910523118605922,0.1884419856087168,0.6867358756251326,0.6001864630477902,0.841292452958915,4,6,6,0.7144,0.8413,0.5665,0.6248,0.3639,0.828,0.5841,0.6248,0.0003130520447074,0.000944177846224,0.0004291726772006,0.0005150051690233,309.0,102,4,154.2,r-random-buffer_sl12_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,12,6,336,B3,50.0,,,0.5,,,,-0.137903172386775,-0.063270905848836,0.137903172386775,0.7014773006241629,0.629092110929473,0.8519983080218866,4,6,6,0.7144,0.852,0.6082,0.6312,0.4351,0.8346,0.6155,0.6312,0.0005459219200867,0.0008247476607455,0.0003748860865772,0.0004498615741682,269.9,89,4,134.8,r-reservoir_sl12_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,lwf,12,6,336,B3,,,,,,1.0,2.0,-0.1723599420202005,-0.0818156289948707,0.1723599420202005,0.6699886113349235,0.5609673645606678,0.8196351331068266,4,6,6,0.7144,0.8169,0.5235,0.6251,0.2819,0.8173,0.5196,0.6251,0.0001115260838813,0.0003363909623337,0.0001529052987261,0.0001834856636077,110.1,48,4,55.0,r-lwf_sl12_st6_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,naive,24,12,336,B3,,,,,,,,-0.2519982491035584,-0.1452437568818425,0.2519982491035584,0.7475619262234869,0.5863496110425098,0.912613449227012,4,6,6,0.8876,0.8693,0.5189,0.7145,0.3033,0.8254,0.5022,0.7145,0.0001046407091266,0.0001580852076012,7.185711961679367e-05,8.622808798449114e-05,51.7,52,4,51.7,r-naive_sl24_st12_sp336,,,,,,,,
yahoo-a1,lstm,cumulative,24,12,336,B3,,,,,,,,-0.2856534088362716,-0.1720739888985087,0.2856534088362716,0.7398408690812637,0.5869572219823735,0.912613449227012,4,6,6,0.8876,0.8624,0.5073,0.702,0.3119,0.8285,0.5055,0.702,0.0004119969730589,0.0006224214988668,0.0002829195990763,0.0003395018997904,203.7,114,4,203.7,r-cumulative_sl24_st12_sp336,,,,,,,,
yahoo-a1,lstm,experts,24,12,336,B3,,,,,,,,-0.2600949696653987,-0.1431222108200287,0.2600949696653987,0.7569977887281291,0.6045161436120248,0.912613449227012,4,6,6,0.8876,0.8649,0.5325,0.743,0.3403,0.8314,0.5034,0.743,0.000172991180043,0.0002613451957515,0.0001187935781826,0.0001425516175688,85.5,106,4,85.5,r-experts_sl24_st12_sp336,,,,,,,,
yahoo-a1,lstm,random-buffer,24,12,336,B3,50.0,,,0.5,,,,-0.203007927785684,-0.1197208739184528,0.203007927785684,0.7851357516434405,0.6659421510438298,0.912613449227012,4,6,6,0.8876,0.8988,0.6042,0.75,0.4856,0.8458,0.5824,0.75,0.0002960656552053,0.0004472790843769,0.0002033091545137,0.0002439699298632,146.4,114,4,146.4,r-random-buffer_sl24_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,reservoir,24,12,336,B3,50.0,,,0.5,,,,-0.1934938347168313,-0.1324875862393187,0.1934938347168312,0.7774236687418777,0.6712388112452994,0.912613449227012,4,6,6,0.8876,0.8764,0.6129,0.7328,0.5115,0.8425,0.5982,0.7328,0.000243324326227,0.0003676004964709,0.0001670915711211,0.0002005089253497,120.3,93,4,120.3,r-reservoir_sl24_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,lstm,ewc,24,12,336,B3,,,,,1000.0,,,-0.2416730360806581,-0.1346697256078241,0.2416730360806581,0.7547490830976289,0.5877913015297052,0.912613449227012,4,6,6,0.8876,0.8693,0.5489,0.7133,0.2992,0.8311,0.5076,0.7133,0.0001187610167466,0.000179417361981,8.155358246682833e-05,9.78637795142519e-05,58.7,55,4,58.7,r-ewc_sl24_st12_sp336_la1000.0,,,,,,,,
yahoo-a1,lstm,lwf,24,12,336,B3,,,,,,1.0,2.0,-0.2286964545866034,-0.1249357206597248,0.2286964545866034,0.7591448637292838,0.5972041604740312,0.912613449227012,4,6,6,0.8876,0.8779,0.5548,0.7164,0.3342,0.8281,0.5102,0.7164,4.711540970350108e-07,0.0001981955249192,9.00891632520749e-05,0.0001081063616671,64.9,65,4,64.9,r-lwf_sl24_st12_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,lstm,cumulative,12,12,168,B5,,,,,,,,-0.0132335922774677,-0.1386151866807785,0.0132335922774677,0.8217212706546633,0.811879730494071,0.9904358655043588,8,28,28,0.9764,0.9708,0.9871,0.8638,0.9542,0.9599,0.9784,0.8705,0.0003674993172926,0.0011046478024917,0.0005021136454843,0.0006025341570074,361.5,187,8,180.5,r-cumulative_sl12_st12_sp168,0.6574,0.6968,0.8753,0.5461,0.6329,0.6785,0.8746,0.5461
yahoo-a1,lstm,ewc,12,12,168,B5,,,,,1000.0,,,-0.0078872374071875,-0.1262844041964302,0.0078872374071875,0.8209731208974871,0.8181625260890883,0.9911830635118306,8,28,28,0.9764,0.9718,0.9869,0.9038,0.9469,0.9669,0.9817,0.8873,0.0001728110072775,0.0002610730010264,0.0001186698216466,0.0001424031793799,85.4,82,8,42.6,r-ewc_sl12_st12_sp168_la1000.0,0.6581,0.6619,0.8823,0.5267,0.7185,0.6308,0.8865,0.5267
yahoo-a1,lstm,lwf,12,12,168,B5,,,,,,1.0,2.0,-0.0027891899707977,-0.1121837440653441,0.0027891899707977,0.8129759782983912,0.816056651488952,0.9936239103362392,8,28,28,0.9764,0.9691,0.9887,0.9218,0.954,0.9649,0.9818,0.8878,0.0001605588769733,0.0002425631822489,0.0001102562540521,0.0001323069281969,79.4,72,8,39.6,r-lwf_sl12_st12_sp168_al1.0_te2.0,0.6,0.6471,0.8804,0.5203,0.7017,0.6345,0.8835,0.5203
yahoo-a1,tcn,random-buffer,12,12,336,B1,1000.0,,,0.5,,,,-0.2386118676321049,-0.1281505299225768,0.2386118676321049,0.681087850165145,0.5228789976262332,0.879670337167574,4,6,6,0.7988,0.8339,0.4954,0.5962,0.2556,0.7882,0.4515,0.5962,2.6780353338469395e-05,8.035717790454833e-05,3.6526091724065025e-05,4.38310861804833e-05,26.3,53,4,13.1,r-random-buffer_sl12_st12_sp336_bu1000_re0.5,,,,,,,,
yahoo-a1,tcn,random-buffer,12,12,336,B1,50.0,,,0.3,,,,-0.2298519486367814,-0.1132635428959435,0.2298519486367814,0.7093451272160582,0.5579528732554542,0.879670337167574,4,6,6,0.7988,0.8488,0.573,0.6168,0.3073,0.8084,0.4993,0.6168,1.7241175463396644e-07,7.252667105510934e-05,3.296678883165845e-05,3.955988222345089e-05,23.7,57,4,11.7,r-random-buffer_sl12_st12_sp336_bu50_re0.3,,,,,,,,
yahoo-a1,tcn,reservoir,12,12,336,B1,50.0,,,0.5,,,,-0.2160814524279062,-0.1227383109678007,0.2160814524279062,0.6955681641203348,0.5456400301165842,0.879670337167574,4,6,6,0.7988,0.8274,0.5735,0.5826,0.2962,0.8116,0.4922,0.5826,5.783765429111725e-05,8.737782515132696e-05,3.9717304802939506e-05,4.766052034838745e-05,28.6,58,4,13.9,r-reservoir_sl12_st12_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,12,12,336,B1,100.0,,,0.5,,,,-0.2288570090094774,-0.117555492313062,0.2288570090094774,0.6975415200593201,0.5357127418036552,0.879670337167574,4,6,6,0.7988,0.8227,0.57,0.5986,0.2664,0.8037,0.4741,0.5986,3.1214712598335804e-05,9.384729761358662e-05,4.2658045253483575e-05,5.118925236010303e-05,30.7,62,4,15.4,r-reservoir_sl12_st12_sp336_bu100_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,12,12,336,B1,250.0,,,0.5,,,,-0.1799927120256078,-0.0961256119161575,0.1799927120256078,0.7066191859865114,0.5977202530786148,0.879670337167574,4,6,6,0.7988,0.8398,0.5613,0.6265,0.3872,0.8073,0.5699,0.6265,4.781370662256358e-05,7.223421745416192e-05,3.2833826967463314e-05,3.9400390486698595e-05,23.6,43,4,11.6,r-reservoir_sl12_st12_sp336_bu250_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,12,12,336,B1,500.0,,,0.5,,,,-0.2428445969676552,-0.1141304893337368,0.2428445969676552,0.6949468090710968,0.52732079758081,0.879670337167574,4,6,6,0.7988,0.8464,0.5361,0.5985,0.2622,0.786,0.4627,0.5985,6.167268580863758e-05,9.317157175973987e-05,4.235089120338671e-05,5.082068055635318e-05,30.5,58,4,15.4,r-reservoir_sl12_st12_sp336_bu500_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,12,12,336,B1,1000.0,,,0.5,,,,-0.2732396604670257,-0.1460076450313376,0.2732396604670257,0.6813181887707368,0.5169209600523144,0.879670337167574,4,6,6,0.7988,0.8224,0.5098,0.5942,0.2511,0.7812,0.4412,0.5942,1.636232029199893e-07,6.882968182973047e-05,3.128630370354384e-05,3.754337812618663e-05,22.5,43,4,11.1,r-reservoir_sl12_st12_sp336_bu1000_re0.5,,,,,,,,
yahoo-a1,tcn,ewc,12,12,336,B1,,,,,1000.0,,,-0.226929943658342,-0.0792191556768445,0.226929943658342,0.7357213878866586,0.544591119103755,0.879670337167574,4,6,6,0.7988,0.8404,0.6505,0.6531,0.2479,0.8096,0.4678,0.6531,3.707529676958022e-05,5.601124108975961e-05,2.5459758449708015e-05,3.0551482640051595e-05,18.3,34,4,9.0,r-ewc_sl12_st12_sp336_la1000.0,,,,,,,,
yahoo-a1,tcn,ewc,12,12,336,B1,,,,,100.0,,,-0.2573775353808334,-0.1132955744131111,0.2573775353808334,0.7090556277398448,0.5278933485939588,0.879670337167574,4,6,6,0.7988,0.8407,0.5897,0.607,0.2632,0.7907,0.4506,0.607,3.723516798616975e-05,5.625276539397116e-05,2.5569531018845736e-05,3.068323437512542e-05,18.4,32,4,9.1,r-ewc_sl12_st12_sp336_la100,,,,,,,,
yahoo-a1,tcn,ewc,12,12,336,B1,,,,,500.0,,,-0.2259089041364777,-0.1050539691046597,0.2259089041364777,0.7089764411242575,0.550470177589765,0.879670337167574,4,6,6,0.7988,0.8396,0.6146,0.5829,0.3233,0.8103,0.4854,0.5829,3.55024898177774e-05,5.363513416571853e-05,2.4379705208896966e-05,2.9255428956821564e-05,17.6,32,4,8.8,r-ewc_sl12_st12_sp336_la500,,,,,,,,
yahoo-a1,tcn,ewc,12,12,336,B1,,,,,10000.0,,,-0.1741245393633854,-0.0270967832255249,0.1741245393633854,0.7920936549001825,0.5685637606184792,0.879670337167574,4,6,6,0.7988,0.8544,0.8319,0.6833,0.2722,0.8234,0.4953,0.6833,4.0047538957343914e-05,6.050153485033661e-05,2.750080318267768e-05,3.300073166765894e-05,19.8,38,4,9.6,r-ewc_sl12_st12_sp336_la10000,,,,,,,,
yahoo-a1,tcn,lwf,12,12,336,B1,,,,,,1.0,2.0,-0.2466864041941771,-0.1261891475553619,0.2466864041941771,0.6785578740300633,0.5260061868164145,0.879670337167574,4,6,6,0.7988,0.846,0.4663,0.6031,0.2737,0.7735,0.4537,0.6031,4.1512870790494194e-05,6.271527450273021e-05,2.850705005823531e-05,3.42082244444949e-05,20.5,47,4,10.4,r-lwf_sl12_st12_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,tcn,lwf,12,12,336,B1,,,,,,0.1,2.0,-0.2522319945755286,-0.1101335076443284,0.2522319945755286,0.700396715548212,0.5183349361992915,0.879670337167574,4,6,6,0.7988,0.8452,0.556,0.6016,0.2591,0.7697,0.443,0.6016,3.7312178749376016e-05,5.636910885714719e-05,2.5622426563899755e-05,3.0746682293247434e-05,18.4,38,4,9.0,r-lwf_sl12_st12_sp336_al0.1_te2.0,,,,,,,,
yahoo-a1,tcn,lwf,12,12,336,B1,,,,,,0.5,2.0,-0.254583233803716,-0.1225426163870725,0.254583233803716,0.6960411483306086,0.5182892930683343,0.879670337167574,4,6,6,0.7988,0.8378,0.5552,0.5924,0.2696,0.7698,0.4414,0.5924,3.549367163102377e-05,5.3621812152753896e-05,2.437366562468621e-05,2.924814652806769e-05,17.5,36,4,8.9,r-lwf_sl12_st12_sp336_al0.5_te2.0,,,,,,,,
yahoo-a1,tcn,lwf,12,12,336,B1,,,,,,1.0,5.0,-0.2574987688770876,-0.1271953300101148,0.2574987688770876,0.6943271376180062,0.5279276311936487,0.879670337167574,4,6,6,0.7988,0.8346,0.5455,0.5984,0.2942,0.7536,0.4655,0.5984,3.832011892623019e-05,5.789184731560656e-05,2.631459155171696e-05,3.15772557638896e-05,18.9,41,4,9.4,r-lwf_sl12_st12_sp336_al1.0_te5.0,,,,,,,,
yahoo-a1,tcn,naive,6,6,336,B2,,,,,,,,-0.1690212348963459,-0.0687361807841602,0.1690212348963459,0.7701013362192374,0.5911275548447481,0.9175769861380236,4,6,6,0.9066,0.8588,0.7561,0.5589,0.3657,0.8362,0.6036,0.5589,2.423563792247959e-05,3.661381774168048e-05,1.664270572881732e-05,1.997111201286316e-05,12.0,40,4,12.0,r-naive_sl6_st6_sp336,,,,,,,,
yahoo-a1,tcn,cumulative,6,6,336,B2,,,,,,,,-0.2148115992747115,-0.1071042833336617,0.2148115992747115,0.7181838676106763,0.5635262099361693,0.9175769861380236,4,6,6,0.9066,0.8543,0.5278,0.584,0.3118,0.8193,0.539,0.584,8.174031603089819e-05,0.0001234886014915,5.6131350173382094e-05,6.735725131817162e-05,40.4,76,4,40.4,r-cumulative_sl6_st6_sp336,,,,,,,,
yahoo-a1,tcn,experts,6,6,336,B2,,,,,,,,-0.2199205700472302,-0.0802518451961698,0.2199205700472302,0.7682354096926947,0.5434529487219759,0.9175769861380236,4,6,6,0.9066,0.8509,0.7229,0.5926,0.234,0.83,0.5172,0.5926,3.6398470225198913e-05,5.498873019823804e-05,2.4994992072849223e-05,2.999373812538882e-05,18.0,75,4,18.0,r-experts_sl6_st6_sp336,,,,,,,,
yahoo-a1,tcn,random-buffer,6,6,336,B2,50.0,,,0.5,,,,-0.1998320431463934,-0.0661477071723629,0.1998320431463934,0.7986447753171306,0.5864973348008623,0.9175769861380236,4,6,6,0.9066,0.8638,0.8105,0.6137,0.3253,0.851,0.556,0.6137,5.419874425874118e-05,8.188036768270348e-05,3.7218453240348026e-05,4.466191444235544e-05,26.8,69,4,26.8,r-random-buffer_sl6_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,6,6,336,B2,50.0,,,0.5,,,,-0.1326038327862465,-0.0763516601634698,0.1326038327862465,0.7871060245248617,0.681394361715631,0.9175769861380236,4,6,6,0.9066,0.8792,0.7808,0.5819,0.5475,0.8769,0.7193,0.5819,4.116633964405917e-05,6.219175503615083e-05,2.826909982702798e-05,3.392265520912285e-05,20.4,51,4,20.4,r-reservoir_sl6_st6_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,ewc,6,6,336,B2,,,,,1000.0,,,-0.0434606653451117,-0.0185674810168609,0.0434606653451117,0.8294470754628859,0.7756122666091292,0.9175769861380236,4,6,6,0.9066,0.8691,0.9002,0.6418,0.775,0.8469,0.8387,0.6418,2.639162110043696e-05,3.987095400458202e-05,1.8123226504152025e-05,2.174772750043e-05,13.0,36,4,13.1,r-ewc_sl6_st6_sp336_la1000.0,,,,,,,,
yahoo-a1,tcn,lwf,6,6,336,B2,,,,,,1.0,2.0,-0.0987942948580509,-0.0225731646721711,0.0987942948580509,0.8165605398404872,0.678291764579081,0.9192016693993144,4,6,6,0.9066,0.889,0.8864,0.5842,0.5645,0.8372,0.7272,0.5842,2.6583782270918367e-05,4.016126012714165e-05,1.82551858222319e-05,2.1906074304909756e-05,13.1,39,4,13.2,r-lwf_sl6_st6_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,tcn,naive,8,8,336,B2,,,,,,,,-0.1933478083860818,-0.0887248212605636,0.1933478083860818,0.7168365072980798,0.578229642747382,0.8494969644405899,4,6,6,0.74,0.792,0.7042,0.6312,0.3504,0.7789,0.5525,0.6312,2.0646625721332836e-05,3.1191743066948325e-05,1.4178125636600372e-05,1.701361743034795e-05,10.2,41,4,10.2,r-naive_sl8_st8_sp336,,,,,,,,
yahoo-a1,tcn,cumulative,8,8,336,B2,,,,,,,,-0.2199460218460739,-0.1129933846572179,0.2199460218460739,0.6618384667426203,0.5243218275855799,0.8494969644405899,4,6,6,0.74,0.8242,0.5083,0.5749,0.2515,0.7847,0.4862,0.5749,5.8060438824764906e-05,8.771439530214088e-05,3.987032349557719e-05,4.784407180656368e-05,28.7,73,4,28.7,r-cumulative_sl8_st8_sp336,,,,,,,,
yahoo-a1,tcn,experts,8,8,336,B2,,,,,,,,-0.1997385848956947,-0.0735091220305507,0.1997385848956947,0.6845590191483529,0.5325123044101199,0.8494969644405899,4,6,6,0.74,0.8289,0.5713,0.5981,0.2542,0.7981,0.4796,0.5981,3.157405354594568e-05,4.770027698858434e-05,2.1682059489992553e-05,2.601821749859179e-05,15.6,79,4,15.6,r-experts_sl8_st8_sp336,,,,,,,,
yahoo-a1,tcn,random-buffer,8,8,336,B2,50.0,,,0.5,,,,-0.2040602453357512,-0.0929047592382736,0.2040602453357512,0.69740259023471,0.5687012600816903,0.8494969644405899,4,6,6,0.74,0.8294,0.6337,0.5866,0.3303,0.8028,0.5552,0.5866,3.362436146364585e-05,5.079776510311704e-05,2.3089998089967088e-05,2.770776701314996e-05,16.6,53,4,16.6,r-random-buffer_sl8_st8_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,8,8,336,B2,50.0,,,0.5,,,,-0.1914372245333782,-0.0729771119621583,0.1914372245333782,0.7022276342941607,0.5504147445582093,0.8494969644405899,4,6,6,0.74,0.8386,0.6384,0.5919,0.2794,0.8025,0.5278,0.5919,3.441069657986272e-05,5.198571529123001e-05,2.362997598441628e-05,2.8355739306813728e-05,17.0,53,4,17.0,r-reservoir_sl8_st8_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,ewc,8,8,336,B2,,,,,1000.0,,,-0.191538290931522,-0.0563703617961985,0.191538290931522,0.7394063748909023,0.5361678369431765,0.8517692974848221,4,6,6,0.74,0.8152,0.7708,0.6316,0.2331,0.7941,0.4858,0.6316,2.4129505205798835e-05,3.645347849427101e-05,1.6569824188870066e-05,1.9883654305400943e-05,11.9,38,4,11.9,r-ewc_sl8_st8_sp336_la1000.0,,,,,,,,
yahoo-a1,tcn,lwf,8,8,336,B2,,,,,,1.0,2.0,-0.1952553713801814,-0.0857813470371506,0.1952553713801814,0.703668071179187,0.5418038946985387,0.8494969644405899,4,6,6,0.74,0.806,0.6887,0.58,0.2723,0.8111,0.5038,0.58,2.1887708095436706e-05,3.3066699442893474e-05,1.5030381249703674e-05,1.80363181931898e-05,10.8,38,4,10.8,r-lwf_sl8_st8_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,tcn,naive,10,10,336,B2,,,,,,,,-0.2295514759106567,-0.1205078996219709,0.2295514759106567,0.6792089335226322,0.552004820794796,0.8692022547212048,4,6,6,0.7606,0.8418,0.4821,0.6323,0.3115,0.773,0.4912,0.6323,2.1377395151708127e-05,3.229574779009757e-05,1.4679945429088547e-05,1.761580236100902e-05,10.6,48,4,10.6,r-naive_sl10_st10_sp336,,,,,,,,
yahoo-a1,tcn,cumulative,10,10,336,B2,,,,,,,,-0.2059183398451427,-0.0905284928525593,0.2059183398451427,0.6870288280709133,0.5442763226529438,0.8692022547212048,4,6,6,0.7606,0.8431,0.5038,0.6407,0.2667,0.7973,0.4724,0.6407,4.814043343134529e-05,7.272781765838671e-05,3.3058214119066384e-05,3.966960353932033e-05,23.8,69,4,23.8,r-cumulative_sl10_st10_sp336,,,,,,,,
yahoo-a1,tcn,experts,10,10,336,B2,,,,,,,,-0.230280216917083,-0.121572693190351,0.230280216917083,0.6662571407999016,0.5110032733952901,0.8692022547212048,4,6,6,0.7606,0.8383,0.5214,0.5447,0.2566,0.7852,0.4575,0.5447,2.5897205648246736e-05,3.912401937413961e-05,1.7783710764100156e-05,2.1340308610039452e-05,12.8,73,4,12.8,r-experts_sl10_st10_sp336,,,,,,,,
yahoo-a1,tcn,random-buffer,10,10,336,B2,50.0,,,0.5,,,,-0.1725201450686704,-0.0918571930197673,0.1725201450686704,0.6753486959228601,0.5505359067883633,0.8692022547212048,4,6,6,0.7606,0.8342,0.5077,0.599,0.2942,0.8055,0.5035,0.599,2.6097737953473703e-05,3.9426972129020015e-05,1.7921430670604525e-05,2.150554145841549e-05,12.9,41,4,12.9,r-random-buffer_sl10_st10_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,10,10,336,B2,50.0,,,0.5,,,,-0.1992808363298064,-0.0899910118202692,0.1992808363298064,0.7034664184525377,0.5482015580160352,0.8692022547212048,4,6,6,0.7606,0.8428,0.6075,0.603,0.2775,0.8234,0.4889,0.603,3.101540645964856e-05,4.6856304873427786e-05,2.129842945594444e-05,2.555787541748335e-05,15.3,53,4,15.3,r-reservoir_sl10_st10_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,ewc,10,10,336,B2,,,,,1000.0,,,-0.1888883730555459,-0.0860276602809405,0.1888883730555459,0.6968434783743792,0.5474160201764168,0.8692022547212048,4,6,6,0.7606,0.8445,0.542,0.6403,0.2589,0.8028,0.4876,0.6403,2.5810618127797728e-05,3.8993207893023886e-05,1.7724249768070875e-05,2.126895812495301e-05,12.8,52,4,12.8,r-ewc_sl10_st10_sp336_la1000.0,,,,,,,,
yahoo-a1,tcn,lwf,10,10,336,B2,,,,,,1.0,2.0,-0.23723489038994,-0.1126830919150344,0.23723489038994,0.6796212360226421,0.5257882981779338,0.8692022547212048,4,6,6,0.7606,0.8498,0.5011,0.6069,0.2431,0.7938,0.4593,0.6069,2.0700717370998252e-05,3.1273461642235313e-05,1.4215279281941346e-05,1.7058182360293964e-05,10.2,41,4,10.2,r-lwf_sl10_st10_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,tcn,naive,16,16,336,B2,,,,,,,,-0.1038437599725369,-0.0741674306212594,0.1038437599725369,0.6940929377766105,0.6231633559722302,0.907850962301224,4,6,6,0.6917,0.8772,0.5597,0.6477,0.4323,0.8588,0.5538,0.6477,5.9326311600490874e-08,2.4956186400959263e-05,1.1343788830951476e-05,1.361239757000779e-05,8.2,40,4,8.2,r-naive_sl16_st16_sp336,,,,,,,,
yahoo-a1,tcn,cumulative,16,16,336,B2,,,,,,,,-0.1066733177094802,-0.0666146736956899,0.1066733177094802,0.7166716104427997,0.6298247378243548,0.907850962301224,4,6,6,0.6917,0.8706,0.6589,0.6454,0.4317,0.8778,0.5644,0.6454,3.873660981354812e-05,5.852105796350063e-05,2.660059699103133e-05,3.19204609724693e-05,19.2,81,4,19.2,r-cumulative_sl16_st16_sp336,,,,,,,,
yahoo-a1,tcn,experts,16,16,336,B2,,,,,,,,-0.2290936515846297,-0.1315837923469337,0.2290936515846296,0.663417036542106,0.5144455570903192,0.907850962301224,4,6,6,0.6917,0.8729,0.5023,0.5868,0.2699,0.7912,0.41,0.5868,2.121174913501977e-05,3.20454992476799e-05,1.4566200983891675e-05,1.7479298263788223e-05,10.5,75,4,10.5,r-experts_sl16_st16_sp336,,,,,,,,
yahoo-a1,tcn,random-buffer,16,16,336,B2,50.0,,,0.5,,,,-0.1126831983109614,-0.0376713428243265,0.1126831983109614,0.7235051981064289,0.596159102716108,0.907850962301224,4,6,6,0.6917,0.8801,0.6724,0.6498,0.3625,0.8559,0.5165,0.6498,2.6458629001842744e-05,3.997218571538623e-05,1.8169235647009272e-05,2.180295006837696e-05,13.1,64,4,13.1,r-random-buffer_sl16_st16_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,reservoir,16,16,336,B2,50.0,,,0.5,,,,-0.0955503763031388,-0.0606841230480617,0.0955503763031388,0.7059878458589284,0.64206976014206,0.907850962301224,4,6,6,0.6917,0.8788,0.5996,0.6539,0.4591,0.8624,0.593,0.6539,8.38559896275188e-08,3.527483255783509e-05,1.6034077141537433e-05,1.9240755416297663e-05,11.5,52,4,11.6,r-reservoir_sl16_st16_sp336_bu50_re0.5,,,,,,,,
yahoo-a1,tcn,ewc,16,16,336,B2,,,,,1000.0,,,-0.1117475324034978,-0.0811037938873012,0.1117475324034978,0.6806514125906835,0.6155574718420409,0.907850962301224,4,6,6,0.6917,0.8809,0.5257,0.6243,0.4319,0.8306,0.5754,0.6243,1.8816774764359324e-05,2.8427308738981887e-05,1.292156603045037e-05,1.5505742708531518e-05,9.3,46,4,9.3,r-ewc_sl16_st16_sp336_la1000.0,,,,,,,,
yahoo-a1,tcn,lwf,16,16,336,B2,,,,,,1.0,2.0,-0.1392072787923395,-0.0742257280894437,0.1392072787923395,0.6928133084160152,0.573004220180614,0.907850962301224,4,6,6,0.6917,0.8885,0.5924,0.5986,0.3654,0.807,0.5209,0.5986,1.674547558103034e-05,2.529810821909147e-05,1.1499202315462753e-05,1.3798905903628715e-05,8.3,43,4,8.3,r-lwf_sl16_st16_sp336_al1.0_te2.0,,,,,,,,
yahoo-a1,tcn,naive,24,24,336,B2,,,,,,,,-0.165320019517059,-0.1095520777790388,0.165320019517059,0.6111234308274062,0.4985077775057008,0.8127752208233592,4,6,6,0.5963,0.8001,0.4327,0.6153,0.2872,0.7412,0.3504,0.6153,1.572708483143329e-05,2.3759581632136057e-05,1.0799871354053418e-05,1.295971027808264e-05,7.8,53,4,7.8,r-naive_sl24_st24_sp336,,,,,,,,
yahoo-a1,tcn,cumulative,24,24,336,B2,,,,,,,,-0.1288858867800916,-0.0539790772500605,0.1288858867800916,0.6331222718709665,0.5393552079067252,0.8659698219683176,4,6,6,0.5963,0.866,0.4215,0.6487,0.3519,0.728,0.4289,0.6487,3.1098449757547e-05,4.6981761945515054e-05,2.1355465278288145e-05,2.56262966672269e-05,15.4,89,4,15.4,r-cumulative_sl24_st24_sp336,,,,,,,,
yahoo-a1,tcn,experts,24,24,336,B2,,,,,,,,-0.1714854780485431,-0.1795760110121599,0.1714854780485431,0.5532800150898209,0.4643922728358289,0.8127752208233592,4,6,6,0.5963,0.7592,0.3592,0.4984,0.3295,0.6483,0.3814,0.4984,2.0765230090341235e-05,3.1370923774472125e-05,1.4259578357450665e-05,1.7111345417021462e-05,10.3,94,4,10.3,r-experts_sl24_st24_sp336,,,,,,,,
yahoo-a1,tcn,random-buffer,24,24,336,B2,50.0,,,0.5,,,,-0.1333358475148809,-0.0753905842640277,0.1333358475148809,0.6403569464275962,0.5191274372967951,0.8262484802537453,4,6,6,0.5963,0.8262,0.5015,0.6374,0.3089,0.7562,0.374,0.6374,2.2496966981749345e-05,3.398713297521074e-05,1.544876464176923e-05,1.8538368333441517e-05,11.1,72,4,11.1,r-random-buffer_sl24_st24_sp336_bu50_re0.5,,,,,,,,
