dataset,model,regime,seq_len,stride,split_size,block,buffer_size,novelty_threshold,retention_threshold,replay_ratio,lambda_ewc,alpha,temperature,bwt,fwt,af,avg_diagonal_auc,final_avg_auc,peak_auc,n_valid_diag,n_valid_bwt_pairs,n_valid_af_pairs,diag_c0,diag_c1,diag_c2,diag_c3,final_c0,final_c1,final_c2,final_c3,co2_kg,energy_kwh,cpu_energy_kwh,ram_energy_kwh,cc_duration_s,total_epochs,n_concepts,elapsed_s,run_id,diag_c4,diag_c5,diag_c6,diag_c7,final_c4,final_c5,final_c6,final_c7
yahoo-a1,gru,lwf,12,12,168,B7,,,,,,2.0,2.0,-0.0077789917441471,-0.080305302366277,0.0077789917441471,0.8292187348440189,0.8248609083264749,0.9945205479452056,8,28,28,0.9893,0.978,0.9906,0.945,0.9696,0.9699,0.9853,0.9002,0.0001296764306127,0.0001959077459002,8.90494805553721e-05,0.0001068582653448,64.1,71,8,64.1,r-lwf_sl12_st12_sp168_al2.0_te2.0,0.6603,0.6341,0.8678,0.5687,0.6915,0.6389,0.8748,0.5687
yahoo-a1,gru,lwf,12,12,168,B7,,,,,,1.0,1.0,-0.0122196267359756,-0.0721616581989125,0.0122196267359756,0.8377159239299042,0.828372597602554,0.9945205479452056,8,28,28,0.9893,0.98,0.9919,0.9515,0.9696,0.9694,0.9839,0.9036,0.0001329795665813,0.0002008979350884,9.131770474422308e-05,0.0001095802303442,65.7,69,8,65.8,r-lwf_sl12_st12_sp168_al1.0_te1.0,0.6938,0.6454,0.8709,0.5788,0.72,0.6282,0.8735,0.5788
yahoo-a1,gru,lwf,12,12,168,B7,,,,,,1.0,5.0,-0.0112160162600576,-0.0819320071393254,0.0112160162600576,0.8357488373141333,0.8214824759394808,0.9945205479452056,8,28,28,0.9893,0.9766,0.9917,0.9415,0.952,0.9705,0.9851,0.872,0.0001295858680677,0.000195770929179,8.898723015057234e-05,0.0001067836990285,64.1,69,8,64.1,r-lwf_sl12_st12_sp168_al1.0_te5.0,0.6813,0.6569,0.8704,0.5782,0.7208,0.6129,0.8804,0.5782
yahoo-a1,gru,gdumb,12,12,168,B7,100.0,,,0.5,,,,-0.0175126531640373,-0.0756286428579331,0.0175126531640373,0.834626152041374,0.8177111829178654,0.9945205479452056,8,28,28,0.9893,0.9723,0.992,0.9479,0.9739,0.9698,0.9867,0.9323,0.0001544367891588,0.0002333142815946,0.0001060525364565,0.000127261745138,76.4,67,8,76.4,r-gdumb_sl12_st12_sp168_bu100_re0.5,0.7296,0.6217,0.8744,0.5498,0.5802,0.6698,0.8791,0.5498
yahoo-a1,gru,gdumb,12,12,168,B7,250.0,,,0.5,,,,-0.0111841950728377,-0.0842921268653585,0.0111841950728377,0.824344689636394,0.8118810722323904,0.9945205479452056,8,28,28,0.9893,0.9743,0.9902,0.9413,0.9748,0.968,0.987,0.9342,0.0001582476039305,0.0002390714429264,0.0001086695152179,0.0001304019277084,78.2,72,8,78.3,r-gdumb_sl12_st12_sp168_bu250_re0.5,0.6511,0.6434,0.8788,0.5264,0.5725,0.6505,0.8817,0.5264
yahoo-a1,gru,gdumb,12,12,168,B7,500.0,,,0.5,,,,-0.0141684694691421,-0.0826629873404122,0.0141684694691421,0.8308702517367845,0.8151100648431494,0.9945205479452056,8,28,28,0.9893,0.971,0.9907,0.9445,0.975,0.9689,0.9871,0.9303,0.0001502973780848,0.0002270606957346,0.0001032097803849,0.0001238509153497,74.3,67,8,74.3,r-gdumb_sl12_st12_sp168_bu500_re0.5,0.6964,0.6359,0.8782,0.5409,0.5838,0.6536,0.8813,0.5409
yahoo-a1,gru,gdumb,12,12,168,B7,1000.0,,,0.5,,,,-0.0102555257741212,-0.0859830125931399,0.0102555257741212,0.823140262602784,0.8137288543874072,0.9945205479452056,8,28,28,0.9893,0.9741,0.9891,0.9157,0.9625,0.9668,0.9882,0.8981,0.0001966174742209,0.0002970384517618,0.0001350182144689,0.0001620202372929,97.2,89,8,97.2,r-gdumb_sl12_st12_sp168_bu1000_re0.5,0.6406,0.655,0.8843,0.5369,0.6105,0.6618,0.8851,0.5369
yahoo-a1,gru,gdumb,12,12,168,B7,50.0,,,,,,,-0.0155820622476684,-0.0820102730418195,0.0155820622476684,0.8262898300616419,0.8040319626469915,0.9945205479452056,8,28,28,0.9893,0.9763,0.9908,0.9485,0.9628,0.9714,0.9858,0.8592,0.0001358316332587,0.0002052066745508,9.327628524430716e-05,0.0001119303893065,67.2,80,8,67.2,r-gdumb_sl12_st12_sp168_bu50,0.6719,0.6116,0.8791,0.5428,0.6201,0.6096,0.8806,0.5428
yahoo-a1,gru,gdumb,12,12,168,B7,50.0,,,0.3,,,,-0.0142485245787726,-0.0744767728308708,0.0142485245787726,0.8298495474176174,0.8138700166780066,0.9945205479452056,8,28,28,0.9893,0.9723,0.9918,0.948,0.9625,0.9709,0.9863,0.8749,0.0001547632077147,0.0002338074161081,0.0001062766947899,0.0001275307213181,76.5,86,8,76.5,r-gdumb_sl12_st12_sp168_bu50_re0.3,0.6675,0.6383,0.8791,0.5524,0.6243,0.6576,0.8822,0.5524
yahoo-a1,gru,derpp,12,12,168,B7,100.0,,,0.5,,0.5,0.5,-0.0098265341850263,-0.0857907154985252,0.0098265341850263,0.82022227040222,0.8094551462024158,0.9945205479452056,8,28,28,0.9893,0.9716,0.9914,0.9433,0.9742,0.9636,0.9891,0.9322,0.0002102885695884,0.0003176919619239,0.0001444060914347,0.0001732858704891,104.0,71,8,104.0,r-derpp_sl12_st12_sp168_bu100_re0.5_al0.5_te0.5,0.6421,0.6318,0.8681,0.5242,0.5749,0.6473,0.8701,0.5242
yahoo-a1,gru,derpp,12,12,168,B7,250.0,,,0.5,,0.5,0.5,-0.0090318222841818,-0.0761210689570199,0.0090318222841818,0.8294973737090425,0.8209090345946758,0.9945205479452056,8,28,28,0.9893,0.9743,0.9901,0.944,0.9732,0.9692,0.9885,0.9349,0.0001999129845777,0.0003020171206113,0.0001372812802657,0.0001647358403455,98.8,70,8,98.9,r-derpp_sl12_st12_sp168_bu250_re0.5_al0.5_te0.5,0.6679,0.6464,0.8758,0.5482,0.6062,0.6682,0.8789,0.5482
yahoo-a1,gru,derpp,12,12,168,B7,500.0,,,0.5,,0.5,0.5,-0.0088162492831589,-0.0791818810989851,0.0088162492831589,0.8322034373983951,0.8229121047222311,0.9945205479452056,8,28,28,0.9893,0.9728,0.9901,0.945,0.9718,0.9697,0.989,0.9356,0.0002048273816247,0.000309441511022,0.00014065607859,0.000168785432432,101.3,73,8,101.3,r-derpp_sl12_st12_sp168_bu500_re0.5_al0.5_te0.5,0.6622,0.6759,0.8786,0.5438,0.6197,0.6734,0.8803,0.5438
yahoo-a1,gru,derpp,12,12,168,B7,1000.0,,,0.5,,0.5,0.5,-0.0111120717377308,-0.0732940465295782,0.0111120717377308,0.8354469626954666,0.8246226496659309,0.9945205479452056,8,28,28,0.9893,0.9748,0.9887,0.9203,0.9623,0.9669,0.9889,0.9005,0.0002738733631452,0.0004137522368742,0.00018807017361,0.0002256820632641,135.4,88,8,135.4,r-derpp_sl12_st12_sp168_bu1000_re0.5_al0.5_te0.5,0.6839,0.6916,0.886,0.549,0.655,0.6877,0.8866,0.549
yahoo-a1,gru,derpp,12,12,168,B7,50.0,,,,,0.5,0.5,-0.0132650955083888,-0.0823684106241402,0.0132650955083888,0.8260943569649399,0.8087017555943206,0.9945205479452056,8,28,28,0.9893,0.9765,0.9915,0.9528,0.9641,0.9672,0.9872,0.9012,0.0001519367550595,0.0002295373728476,0.0001043357881943,0.0001252015846533,75.1,71,8,75.1,r-derpp_sl12_st12_sp168_bu50_al0.5_te0.5,0.6404,0.6284,0.871,0.5589,0.5826,0.6377,0.8707,0.5589
yahoo-a1,gru,derpp,12,12,168,B7,50.0,,,0.3,,0.5,0.5,-0.0120228665917041,-0.0787894883209748,0.0120228665917041,0.8331099469776722,0.8206192594206883,0.9945205479452056,8,28,28,0.9893,0.9727,0.9897,0.9534,0.9702,0.9606,0.9875,0.9186,0.00019129425604,0.0002889964377287,0.0001313627644648,0.0001576336732638,94.6,75,8,94.6,r-derpp_sl12_st12_sp168_bu50_re0.3_al0.5_te0.5,0.6918,0.6272,0.8671,0.5735,0.6493,0.6386,0.8668,0.5735
yahoo-a1,gru,derpp,12,12,168,B7,50.0,,,0.5,,0.1,0.5,-0.0127445040542086,-0.0865576173132217,0.0127445040542086,0.8280041874437041,0.8135079883366072,0.9945205479452056,8,28,28,0.9893,0.9748,0.9908,0.9516,0.9771,0.9636,0.9883,0.9405,0.0002041585525105,0.0003084310821913,0.0001401965137163,0.0001682345684749,100.9,67,8,101.0,r-derpp_sl12_st12_sp168_bu50_re0.5_al0.1_te0.5,0.6837,0.626,0.8668,0.541,0.6132,0.6147,0.8696,0.541
yahoo-a1,gru,derpp,12,12,168,B7,50.0,,,0.5,,1.0,0.5,-0.0071940472202566,-0.0805619007398893,0.0071940472202566,0.826507925580015,0.8199635221067902,0.9945205479452056,8,28,28,0.9893,0.9655,0.9891,0.9445,0.973,0.9501,0.9882,0.9335,0.0002297758010841,0.0003471321584046,0.00015778811348,0.0001893440449245,113.6,84,8,113.6,r-derpp_sl12_st12_sp168_bu50_re0.5_al1.0_te0.5,0.666,0.6274,0.8722,0.5581,0.6677,0.6157,0.8734,0.5581
yahoo-a1,gru,derpp,12,12,168,B7,50.0,,,0.5,,0.5,0.1,-0.0094689494114355,-0.0860964855156051,0.0094689494114355,0.8264982126496314,0.8175198295565729,0.9945205479452056,8,28,28,0.9893,0.9653,0.989,0.946,0.9714,0.9496,0.9877,0.9295,0.0002249984477281,0.000339914805776,0.0001545075176503,0.0001854072881257,111.2,83,8,111.3,r-derpp_sl12_st12_sp168_bu50_re0.5_al0.5_te0.1,0.6787,0.63,0.8735,0.5401,0.6695,0.6174,0.875,0.5401
yahoo-a1,gru,derpp,12,12,168,B7,50.0,,,0.5,,0.5,1.0,-0.0088830747061796,-0.0781375683038357,0.0088830747061796,0.8314564061019094,0.8199052482625081,0.9945205479452056,8,28,28,0.9893,0.9705,0.9902,0.9437,0.9766,0.962,0.9889,0.9409,0.0002147145294852,0.0003243784493814,0.0001474455777161,0.0001769328716653,106.2,74,8,106.2,r-derpp_sl12_st12_sp168_bu50_re0.5_al0.5_te1.0,0.7113,0.6284,0.8673,0.551,0.6503,0.6203,0.8694,0.551
yahoo-a1,gru,naive,6,6,168,B7,,,,,,,,0.0162686029868472,-0.0713390710292962,-0.0162686029868472,0.8413539207407165,0.8556143986865561,0.9940064545873676,8,28,28,0.9657,0.9721,0.9938,0.9586,0.9524,0.9773,0.9888,0.9484,9.777911370630796e-05,0.0001477191010872,6.714545115699163e-05,8.057364993030206e-05,48.3,77,8,48.4,r-naive_sl6_st6_sp168,0.6364,0.69,0.9367,0.5774,0.7908,0.6734,0.9364,0.5774
yahoo-a1,gru,cumulative,6,6,168,B7,,,,,,,,-0.0038318194994273,-0.0891709976348396,0.0038318194994273,0.8376080498136528,0.849591500713854,0.993453204241586,8,28,28,0.9657,0.9892,0.9898,0.9485,0.9635,0.979,0.9873,0.9555,0.0005409343459068,0.0008172127185015,0.0003714616723947,0.0004457510461068,267.5,198,8,267.5,r-cumulative_sl6_st6_sp168,0.6801,0.6635,0.9444,0.5198,0.7446,0.703,0.9442,0.5198
yahoo-a1,gru,experts,6,6,168,B7,,,,,,,,0.0168178626386669,-0.0933065115029098,-0.0168178626386669,0.8136952166793265,0.842533990194676,0.9935454126325496,8,28,28,0.9657,0.9773,0.9902,0.9218,0.9584,0.9677,0.9739,0.9091,0.0001804000882055,0.0002725381511008,0.000123881649365,0.0001486565017358,89.2,197,8,89.2,r-experts_sl6_st6_sp168,0.5245,0.6909,0.8617,0.5774,0.7697,0.7081,0.8761,0.5774
yahoo-a1,gru,strb,6,6,168,B7,50.0,0.2,0.9,0.5,,,,-0.0057757029782099,-0.0538346122259475,0.0057757029782099,0.8631839969151628,0.8666489853154624,0.9959428307976026,8,28,28,0.9657,0.9788,0.9944,0.9419,0.9671,0.978,0.9942,0.9588,0.0001454606665025,0.0002197536680875,9.988852413112503e-05,0.0001198651439564,71.9,84,8,71.9,r-strb_sl6_st6_sp168_bu50_no0.2_re0.9_re0.5,0.7592,0.7374,0.9408,0.5873,0.7723,0.7328,0.9427,0.5873
yahoo-a1,gru,random-buffer,6,6,168,B7,50.0,,,0.5,,,,0.0055011651493332,-0.0343804276179105,-0.0055011651493332,0.8700559833951358,0.8778797247017813,0.9935454126325496,8,28,28,0.9657,0.9753,0.9935,0.9523,0.9841,0.9766,0.9931,0.9504,0.0001834315125463,0.0002771178538784,0.0001259634181132,0.0001511544357651,90.7,113,8,90.7,r-random-buffer_sl6_st6_sp168_bu50_re0.5,0.7454,0.7502,0.9471,0.631,0.7704,0.7693,0.9482,0.631
yahoo-a1,gru,reservoir,6,6,168,B7,50.0,,,0.5,,,,0.0008682404615595,-0.058632865429684,-0.0008682404615595,0.8629134985689237,0.8687684760548662,0.9922544951590596,8,28,28,0.9657,0.9763,0.9923,0.9345,0.943,0.9719,0.9885,0.9369,0.0001534047668254,0.0002317551611894,0.0001053438468163,0.000126411314373,75.8,91,8,75.9,r-reservoir_sl6_st6_sp168_bu50_re0.5,0.7491,0.7159,0.9315,0.638,0.8432,0.6918,0.9369,0.638
yahoo-a1,gru,ewc,6,6,168,B7,,,,,1000.0,,,0.0159460912116505,-0.0637291547385305,-0.0159460912116505,0.8471023876786674,0.8633666098378431,0.993914246196404,8,28,28,0.9657,0.9724,0.9938,0.9582,0.9509,0.9784,0.9888,0.9586,0.0001130106486612,0.0001707300342655,7.760507412927433e-05,9.31249601362894e-05,55.9,77,8,55.9,r-ewc_sl6_st6_sp168_la1000,0.6664,0.6962,0.9396,0.5846,0.8272,0.6806,0.9378,0.5846
yahoo-a1,gru,lwf,6,6,168,B7,,,,,,1.0,2.0,0.0138237362097482,-0.0630319552326783,-0.0138237362097482,0.8443067764282066,0.8565475164988579,0.994098662978331,8,28,28,0.9657,0.9731,0.9941,0.9578,0.9423,0.9783,0.9888,0.9474,0.0001090289580952,0.000164714723542,7.487078888872121e-05,8.984393465332686e-05,53.9,78,8,53.9,r-lwf_sl6_st6_sp168_al1.0_te2.0,0.6416,0.7072,0.9379,0.5771,0.7943,0.6869,0.9372,0.5771
yahoo-a1,gru,gdumb,6,6,168,B7,50.0,,,0.5,,,,0.0028011194832028,-0.0324144043191002,-0.0028011194832028,0.8804651713796392,0.8885933265184855,0.9935454126325496,8,28,28,0.9657,0.9753,0.9923,0.9452,0.9698,0.9743,0.9929,0.9248,0.0001567727411289,0.0002368433044312,0.0001076566951944,0.0001291866092368,77.5,94,8,77.5,r-gdumb_sl6_st6_sp168_bu50_re0.5,0.7899,0.7717,0.9479,0.6557,0.8452,0.7961,0.95,0.6557
yahoo-a1,gru,derpp,6,6,168,B7,50.0,,,0.5,,0.5,0.5,0.0067268839809054,-0.0587474277206477,-0.0067268839809054,0.8609346779996929,0.8710521963304039,0.991701244813278,8,28,28,0.9657,0.9744,0.9909,0.9302,0.9537,0.9712,0.9885,0.9393,0.0002365260482451,0.0003573300463271,0.0001624236159104,0.0001949064304167,116.9,87,8,116.9,r-derpp_sl6_st6_sp168_bu50_re0.5_al0.5_te0.5,0.7299,0.7302,0.9343,0.6319,0.8297,0.7199,0.9342,0.6319
yahoo-a1,gru,naive,8,8,168,B7,,,,,,,,-0.0093210340744282,-0.0439146160784751,0.0093210340744282,0.8472274066454519,0.8321052895322475,0.9888859251355916,8,28,28,0.9555,0.9741,0.984,0.9536,0.9424,0.9767,0.9766,0.9313,0.0001037154911309,0.00015668744109,7.122197963116277e-05,8.546546145885563e-05,51.3,71,8,51.3,r-naive_sl8_st8_sp168,0.7515,0.7025,0.9041,0.5525,0.6777,0.6916,0.908,0.5525
yahoo-a1,gru,cumulative,8,8,168,B7,,,,,,,,-0.0042828828710538,-0.0684854017963,0.0042828828710538,0.8265292545810372,0.8126168829255289,0.9884413621410152,8,28,28,0.9555,0.976,0.9757,0.9129,0.9509,0.9807,0.9724,0.9199,0.0005596612212206,0.0008455042122845,0.0003843213854758,0.0004611828268086,276.7,235,8,276.7,r-cumulative_sl8_st8_sp168,0.604,0.7681,0.9089,0.5109,0.5999,0.659,0.907,0.5109
yahoo-a1,gru,experts,8,8,168,B7,,,,,,,,0.0079933687405577,-0.0705709951700548,-0.0079933687405577,0.8191028491197838,0.8151331480604816,0.9884413621410152,8,28,28,0.9555,0.9748,0.9813,0.9495,0.9776,0.9634,0.9755,0.8327,0.0001595080494724,0.0002409756520704,0.0001095349830439,0.0001314406690265,78.9,184,8,78.9,r-experts_sl8_st8_sp168,0.5996,0.6635,0.8838,0.5449,0.6752,0.6731,0.8787,0.5449
yahoo-a1,gru,strb,8,8,168,B7,50.0,0.2,0.9,0.5,,,,-0.0125963228200483,-0.0285548157656224,0.0125963228200483,0.8480980060812513,0.8333344915100803,0.9884413621410152,8,28,28,0.9555,0.975,0.9847,0.954,0.9386,0.9734,0.9818,0.9383,0.0001593676405746,0.000240763530326,0.0001094385897003,0.0001313249406257,78.8,90,8,78.8,r-strb_sl8_st8_sp168_bu50_no0.2_re0.9_re0.5,0.7257,0.7255,0.9205,0.5439,0.65,0.7201,0.9206,0.5439
yahoo-a1,gru,random-buffer,8,8,168,B7,50.0,,,0.5,,,,-0.0054557579774735,-0.0565501414360946,0.0054557579774735,0.8300807548884832,0.8246556232884057,0.9884413621410152,8,28,28,0.9555,0.981,0.9852,0.9016,0.9453,0.9799,0.9828,0.9047,0.0001634164305271,0.0002468802109708,0.0001122189510426,0.0001346612599282,80.8,95,8,80.8,r-random-buffer_sl8_st8_sp168_bu50_re0.5,0.6132,0.739,0.924,0.5412,0.5731,0.7445,0.9257,0.5412
yahoo-a1,gru,reservoir,8,8,168,B7,50.0,,,0.5,,,,-0.0101899102395221,-0.0221209308517275,0.0101899102395221,0.8543714129521802,0.8419942931059929,0.9884413621410152,8,28,28,0.9555,0.984,0.9849,0.9307,0.9332,0.9806,0.9828,0.9364,0.0001544103312439,0.0002332743104878,0.0001060343593759,0.0001272399511118,76.3,92,8,76.4,r-reservoir_sl8_st8_sp168_bu50_re0.5,0.7861,0.7196,0.9137,0.5605,0.7243,0.7044,0.9137,0.5605
yahoo-a1,gru,ewc,8,8,168,B7,,,,,1000.0,,,0.0121587549594967,-0.0525542832351619,-0.0121587549594967,0.8308864115766218,0.8488297039785824,0.9892415755312528,8,28,28,0.9555,0.9753,0.9848,0.9417,0.9567,0.9803,0.98,0.9338,0.0001140871162963,0.0001723563000945,7.834421863598335e-05,9.401208145854372e-05,56.4,80,8,56.4,r-ewc_sl8_st8_sp168_la1000,0.6302,0.6658,0.9043,0.5894,0.7472,0.6924,0.9108,0.5894
yahoo-a1,gru,lwf,8,8,168,B7,,,,,,1.0,2.0,-0.0009321765749645,-0.0481917433791299,0.0009321765749645,0.832647699224121,0.8298763393336677,0.9884413621410152,8,28,28,0.9555,0.9723,0.9833,0.9449,0.9352,0.9766,0.9774,0.9252,0.0001096126820508,0.0001655965803592,7.527146730313284e-05,9.032511305607234e-05,54.2,83,8,54.2,r-lwf_sl8_st8_sp168_al1.0_te2.0,0.6798,0.6816,0.9055,0.5382,0.7129,0.6652,0.9082,0.5382
yahoo-a1,gru,gdumb,8,8,168,B7,50.0,,,0.5,,,,-0.0057119576802204,-0.0447932539186235,0.0057119576802204,0.8390690521670536,0.8320874229374595,0.9884413621410152,8,28,28,0.9555,0.981,0.9843,0.952,0.9432,0.9801,0.982,0.9329,0.0001508549616816,0.0002279030611905,0.0001035928409139,0.0001243102202766,74.6,88,8,74.6,r-gdumb_sl8_st8_sp168_bu50_re0.5,0.6419,0.74,0.9237,0.5341,0.61,0.7507,0.9238,0.5341
yahoo-a1,gru,derpp,8,8,168,B7,50.0,,,0.5,,0.5,0.5,-0.0017566523508041,-0.0204006484688628,0.0017566523508041,0.8599932683657213,0.8565460492827649,0.9884413621410152,8,28,28,0.9555,0.9819,0.984,0.9331,0.9625,0.9783,0.9846,0.9297,0.0002364920847839,0.0003572787362695,0.0001624001780052,0.0001948785582642,116.9,85,8,116.9,r-derpp_sl8_st8_sp168_bu50_re0.5_al0.5_te0.5,0.8178,0.7004,0.9136,0.5936,0.787,0.7025,0.9142,0.5936
yahoo-a1,gru,naive,10,10,168,B7,,,,,,,,-0.0183095603254564,-0.0660002015425946,0.0183095603254564,0.8161004436575778,0.7966436922754133,0.9906209739757794,8,28,28,0.9777,0.9751,0.9867,0.8689,0.9659,0.9687,0.9829,0.8353,0.0001033408101687,0.0001561213944893,7.096469699042953e-05,8.51566974989449e-05,51.1,70,8,51.1,r-naive_sl10_st10_sp168,0.705,0.626,0.8777,0.5118,0.6029,0.625,0.8806,0.5118
yahoo-a1,gru,cumulative,10,10,168,B7,,,,,,,,-0.0044175998116291,-0.0675192711796078,0.0044175998116291,0.8033761239221399,0.8040085793205954,0.9906209739757794,8,28,28,0.9777,0.9701,0.9838,0.8962,0.9385,0.9736,0.9791,0.9048,0.0004572293071506,0.0006907559261165,0.0003139810593772,0.0003767748667392,226.1,176,8,226.0,r-cumulative_sl10_st10_sp168,0.538,0.6193,0.8961,0.5458,0.5359,0.6599,0.8944,0.5458
yahoo-a1,gru,experts,10,10,168,B7,,,,,,,,-0.0170042516924051,-0.0546772800866287,0.0170042516924051,0.8356101845076468,0.8322233696567323,0.9944859572275186,8,28,28,0.9777,0.9718,0.9883,0.9351,0.9687,0.9748,0.9877,0.9115,0.0001974140719653,0.0002982419061425,0.0001355652918392,0.0001626766143032,97.6,225,8,97.6,r-experts_sl10_st10_sp168,0.7936,0.6241,0.844,0.5503,0.7212,0.6536,0.89,0.5503
yahoo-a1,gru,strb,10,10,168,B7,50.0,0.2,0.9,0.5,,,,-0.00917469830806,-0.0576709882955833,0.00917469830806,0.8196006507894604,0.809780956149017,0.9906209739757794,8,28,28,0.9777,0.9744,0.985,0.8636,0.9658,0.9729,0.9853,0.8532,0.0001623283231234,0.0002452363604442,0.0001114718370391,0.0001337645234051,80.3,89,8,80.3,r-strb_sl10_st10_sp168_bu50_no0.2_re0.9_re0.5,0.7288,0.6141,0.8757,0.5375,0.6707,0.6159,0.877,0.5375
yahoo-a1,gru,random-buffer,10,10,168,B7,50.0,,,0.5,,,,-0.0094247834859367,-0.0517477658267203,0.0094247834859367,0.8164286141486132,0.8053378369904571,0.9906209739757794,8,28,28,0.9777,0.9753,0.9869,0.8848,0.9705,0.9686,0.9859,0.8738,0.000156478013,0.0002363980460051,0.000107454353644,0.0001289436923611,77.4,83,8,77.4,r-random-buffer_sl10_st10_sp168_bu50_re0.5,0.6537,0.6268,0.8831,0.5432,0.5905,0.6277,0.8825,0.5432
yahoo-a1,gru,reservoir,10,10,168,B7,50.0,,,0.5,,,,-0.0156585981547608,-0.0443027561029967,0.0156585981547608,0.8314584308513584,0.8132622299926153,0.9906209739757794,8,28,28,0.9777,0.9754,0.9885,0.9184,0.9763,0.9682,0.9887,0.9076,0.0001635041054997,0.0002470126653126,0.0001122791234377,0.0001347335418748,80.8,88,8,80.9,r-reservoir_sl10_st10_sp168_bu50_re0.5,0.7262,0.6407,0.8777,0.5471,0.5974,0.6421,0.8785,0.5471
yahoo-a1,gru,ewc,10,10,168,B7,,,,,1000.0,,,-0.0154897416200265,-0.0640957735537354,0.0154897416200265,0.8155690393179837,0.7979996625672426,0.9906209739757794,8,28,28,0.9777,0.9755,0.987,0.874,0.9687,0.9698,0.9832,0.8452,0.0001180972742137,0.0001784146176669,8.109798912062412e-05,9.73166285462988e-05,58.4,70,8,58.4,r-ewc_sl10_st10_sp168_la1000,0.685,0.6299,0.8799,0.5155,0.5986,0.6211,0.8819,0.5155
yahoo-a1,gru,lwf,10,10,168,B7,,,,,,1.0,2.0,-0.0186766743376545,-0.0595581620590648,0.0186766743376545,0.8211132753606063,0.8041464119277674,0.9906209739757794,8,28,28,0.9777,0.9759,0.9876,0.8715,0.9667,0.9692,0.9837,0.8415,0.0001129607851739,0.0001706547033564,7.757061273118275e-05,9.308409062524635e-05,55.9,70,8,55.9,r-lwf_sl10_st10_sp168_al1.0_te2.0,0.7269,0.6265,0.877,0.5258,0.6364,0.6281,0.8818,0.5258
yahoo-a1,gru,gdumb,10,10,168,B7,50.0,,,0.5,,,,-0.0201087151935782,-0.0337095467612305,0.0201087151935782,0.8354817377215732,0.8107128892581215,0.9906209739757794,8,28,28,0.9777,0.9753,0.9886,0.915,0.9697,0.9676,0.9872,0.9224,0.0001411788366603,0.0002132849240856,9.69482142930954e-05,0.0001163367097925,69.8,72,8,69.8,r-gdumb_sl10_st10_sp168_bu50_re0.5,0.7677,0.6369,0.8792,0.5436,0.5809,0.6324,0.8819,0.5436
yahoo-a1,gru,derpp,10,10,168,B7,50.0,,,0.5,,0.5,0.5,-0.0011935186042127,-0.0390361795420821,0.0011935186042127,0.8319502028959165,0.831495286778769,0.9906209739757794,8,28,28,0.9777,0.9755,0.9892,0.9213,0.9741,0.9695,0.9894,0.924,0.0002457013222235,0.0003711915262787,0.0001687243345471,0.0002024671917315,121.5,92,8,121.5,r-derpp_sl10_st10_sp168_bu50_re0.5_al0.5_te0.5,0.6964,0.6397,0.8742,0.5816,0.6956,0.6432,0.8745,0.5816
yahoo-a1,gru,naive,16,16,168,B7,,,,,,,,-0.0059833740787483,-0.0914070043526136,0.0059833740787483,0.8342576108461932,0.8255662703703699,0.9941317684715923,8,28,28,0.9897,0.9785,0.9913,0.9616,0.9581,0.9752,0.9796,0.9242,0.0001338577110119,0.0002022245855457,9.19207882530625e-05,0.0001103037972926,66.2,88,8,66.2,r-naive_sl16_st16_sp168,0.6326,0.7026,0.8656,0.5523,0.6793,0.67,0.8658,0.5523
yahoo-a1,gru,cumulative,16,16,168,B7,,,,,,,,-0.0059226358562431,-0.1141525356937268,0.0059226358562431,0.8145412682943243,0.8072796010267727,0.9928869920867788,8,28,28,0.9897,0.975,0.9888,0.9091,0.9651,0.9687,0.9825,0.9266,0.0005732926973349,0.0008660978679413,0.0003936821314816,0.0004724157364596,283.5,266,8,283.5,r-cumulative_sl16_st16_sp168,0.5859,0.6849,0.8522,0.5307,0.5662,0.6523,0.8661,0.5307
yahoo-a1,gru,experts,16,16,168,B7,,,,,,,,-0.0112988275322519,-0.0892214154446128,0.0112988275322519,0.844024132323085,0.835758403341743,0.9928869920867788,8,28,28,0.9897,0.9791,0.9878,0.9595,0.9795,0.9766,0.9865,0.9585,0.000241597619789,0.000364991886992,0.0001659062265036,0.0001990856604883,119.5,305,8,119.5,r-experts_sl16_st16_sp168,0.7182,0.7235,0.8256,0.5687,0.6312,0.7117,0.8733,0.5687
yahoo-a1,gru,strb,16,16,168,B7,50.0,0.2,0.9,0.5,,,,-0.0091289138021524,-0.089744912261343,0.0091289138021524,0.8379830409203864,0.8261233274615664,0.9928869920867788,8,28,28,0.9897,0.9752,0.992,0.9572,0.9843,0.9754,0.9911,0.9548,0.0001689798053731,0.0002552850399789,0.0001160393060172,0.0001392457339617,83.5,93,8,83.6,r-strb_sl16_st16_sp168_bu50_no0.2_re0.9_re0.5,0.6448,0.7455,0.8654,0.5341,0.5545,0.749,0.8659,0.5341
yahoo-a1,gru,random-buffer,16,16,168,B7,50.0,,,0.5,,,,-0.0047587820003793,-0.0732849984268859,0.0047587820003793,0.8534912156506809,0.8456686914560265,0.9949319818618296,8,28,28,0.9897,0.9782,0.9896,0.9539,0.9841,0.9774,0.9909,0.9564,0.0001883406958637,0.0002845343676841,0.0001293344414346,0.0001551999262495,93.1,105,8,93.2,r-random-buffer_sl16_st16_sp168_bu50_re0.5,0.653,0.8153,0.8854,0.5629,0.6005,0.807,0.886,0.5629
